 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 0.000000e+00 -2.011050e+00 -1.323977e+00 -1.230329e+00 -1.199466e+00 -1.395620e+00 -1.203420e+00 -1.221393e+00 -1.288615e+00 -1.309699e+00 -1.397730e+00 -1.442230e+00 -1.502815e+00 -1.519608e+00 -1.610277e+00 -1.687840e+00 -1.811519e+00 -1.858253e+00 -1.961736e+00 -1.973332e+00 -1.886392e+00 -1.758998e+00 -1.618468e+00 -1.465178e+00 -1.327850e+00 -1.208151e+00 -1.154664e+00 -1.104040e+00 -1.087524e+00 -1.161264e+00 -1.164320e+00 -1.201557e+00 -1.276105e+00 -1.290566e+00 -1.150930e+00 -1.206806e+00 -1.396095e+00 -1.266014e+00 -1.367212e+00 -1.491501e+00
 -1.215190e+00 -1.161739e+00 -7.910864e-01 -8.945758e-01 -9.407277e-01 -1.099054e+00 -1.053476e+00 -1.030545e+00 -9.946048e-01 -1.031669e+00 -1.112485e+00 -1.142364e+00 -1.219697e+00 -1.258360e+00 -1.319754e+00 -1.414862e+00 -1.441038e+00 -1.465243e+00 -1.498936e+00 -1.464029e+00 -1.411693e+00 -1.312682e+00 -1.211146e+00 -1.082128e+00 -9.655942e-01 -8.995842e-01 -8.566020e-01 -9.008534e-01 -8.663039e-01 -9.180169e-01 -8.929456e-01 -9.378400e-01 -9.229114e-01 -9.404361e-01 -9.569794e-01 -9.375763e-01 -1.114456e+00 -1.120000e+00 -1.164386e+00 -1.035945e+00
 -9.808696e-01 -1.048471e+00 -8.000000e-01 -7.816193e-01 -9.288407e-01 -8.786845e-01 -8.823620e-01 -1.003171e+00 -9.197657e-01 -9.694104e-01 -9.849362e-01 -1.005467e+00 -1.079835e+00 -1.042448e+00 -1.151841e+00 -1.232061e+00 -1.219697e+00 -1.294674e+00 -1.258361e+00 -1.234686e+00 -1.218829e+00 -1.113908e+00 -1.020218e+00 -9.284369e-01 -8.079628e-01 -7.756955e-01 -7.615892e-01 -7.876855e-01 -7.346572e-01 -7.579424e-01 -7.586202e-01 -7.312535e-01 -8.413272e-01 -7.921213e-01 -8.451432e-01 -9.000672e-01 -8.457143e-01 -8.135421e-01 -1.168162e+00 -7.790301e-01
 -4.584980e-01 -6.918919e-01 -6.805530e-01 -6.456664e-01 -8.341476e-01 -7.902126e-01 -7.574328e-01 -8.541078e-01 -8.145181e-01 -7.939868e-01 -9.103095e-01 -9.061718e-01 -9.168431e-01 -9.965543e-01 -1.064249e+00 -1.076081e+00 -1.115027e+00 -1.159260e+00 -1.170724e+00 -1.127073e+00 -1.090219e+00 -9.856688e-01 -8.751514e-01 -8.077649e-01 -7.110871e-01 -6.726210e-01 -6.576168e-01 -6.304996e-01 -6.579732e-01 -6.735211e-01 -6.747486e-01 -8.058418e-01 -7.589165e-01 -7.893440e-01 -7.755725e-01 -7.357497e-01 -6.171815e-01 -7.642136e-01 -8.646121e-01 -8.321285e-01
 -8.372093e-01 -5.278505e-01 -8.726599e-01 -7.327668e-01 -6.983118e-01 -7.552527e-01 -7.916761e-01 -7.834592e-01 -6.734596e-01 -7.889750e-01 -8.012071e-01 -7.979461e-01 -8.316794e-01 -9.351735e-01 -8.960490e-01 -9.807293e-01 -1.031453e+00 -1.087598e+00 -1.061271e+00 -1.029614e+00 -9.516461e-01 -9.220095e-01 -8.465300e-01 -7.262875e-01 -6.668085e-01 -5.951367e-01 -6.086154e-01 -6.182581e-01 -6.506431e-01 -6.068506e-01 -6.430224e-01 -7.351257e-01 -6.265578e-01 -6.739130e-01 -6.864781e-01 -5.927655e-01 -8.497146e-01 -9.807309e-01 -6.090020e-01 -6.304636e-01
 -9.203008e-01 -4.118674e-01 -7.818034e-01 -6.403628e-01 -8.008197e-01 -7.628429e-01 -5.950991e-01 -6.885359e-01 -6.527482e-01 -6.574124e-01 -7.402054e-01 -7.831770e-01 -8.142481e-01 -8.084146e-01 -8.274613e-01 -8.870543e-01 -9.212802e-01 -9.979333e-01 -9.312176e-01 -8.303420e-01 -8.969619e-01 -8.303704e-01 -7.810857e-01 -6.829852e-01 -6.300497e-01 -5.835791e-01 -5.165410e-01 -5.105680e-01 -5.541291e-01 -5.977742e-01 -4.885575e-01 -4.733267e-01 -5.766821e-01 -5.934101e-01 -5.177215e-01 -6.140026e-01 -6.981339e-01 -6.697674e-01 -7.900929e-01 -7.565611e-01
 -4.553846e-01 -3.140187e-01 -5.570681e-01 -5.662835e-01 -6.221216e-01 -5.455830e-01 -5.826339e-01 -6.133285e-01 -6.183396e-01 -6.818369e-01 -6.662401e-01 -6.768005e-01 -7.373208e-01 -7.801117e-01 -8.725335e-01 -8.368498e-01 -8.520604e-01 -8.997833e-01 -8.638214e-01 -8.857127e-01 -7.991896e-01 -7.187485e-01 -6.813000e-01 -6.414815e-01 -5.640917e-01 -5.054421e-01 -4.970961e-01 -4.616142e-01 -4.945652e-01 -4.003839e-01 -5.624902e-01 -4.926217e-01 -7.151169e-01 -5.390950e-01 -6.225545e-01 -3.379592e-01 -5.406897e-01 -7.954802e-01 -6.519824e-01 -8.000000e-01
 -5.322449e-01 -5.500000e-01 -3.786372e-01 -6.064319e-01 -4.840888e-01 -6.281684e-01 -6.000587e-01 -5.695958e-01 -5.303957e-01 -6.053786e-01 -6.070499e-01 -6.102840e-01 -6.631459e-01 -6.773974e-01 -7.677419e-01 -8.424304e-01 -8.140215e-01 -8.495373e-01 -8.433557e-01 -8.533615e-01 -7.123577e-01 -7.301851e-01 -5.915518e-01 -5.751351e-01 -4.866405e-01 -4.588333e-01 -4.046784e-01 -4.102437e-01 -5.317597e-01 -5.194465e-01 -5.065680e-01 -4.785961e-01 -5.518248e-01 -4.243386e-01 -1.824268e-01 -6.169742e-01 -7.620053e-01 -7.203620e-01 -6.666667e-02 0.000000e+00
 -6.016529e-01 -3.170370e-01 -6.472009e-01 -4.697076e-01 -3.633175e-01 -5.751143e-01 -5.240316e-01 -5.580756e-01 -5.039106e-01 -5.569040e-01 -5.043565e-01 -5.838875e-01 -6.296314e-01 -6.365716e-01 -6.954716e-01 -7.466964e-01 -8.047329e-01 -7.797770e-01 -7.439129e-01 -7.565737e-01 -6.801056e-01 -6.169540e-01 -5.562781e-01 -5.617509e-01 -4.340120e-01 -5.421836e-01 -4.594189e-01 -3.919832e-01 -3.708260e-01 -3.479821e-01 -4.545848e-01 -4.552878e-01 -5.321739e-01 -7.294377e-01 -8.898246e-01 -2.391304e-01 -6.414414e-01 -1.025185e+00 0.000000e+00 0.000000e+00
