454774 695476227 2521 275873
454777 312475215 1455 214760
454778 731424739 3870 188999
454782 686150829 5306 129316
454783 580322345 5307 109350
454784 79578961 811 98124.5
454785 337172937 3719 90662.3
454786 106769285 1340 79678.6
454789 136414715 1694 80528.2
454794 223952141 350 639863
454797 1030925831 2037 506100
454798 381137353 880 433111
454799 1566931177 4248 368863
454800 854303700 2808 304239
454802 990863217 3503 282861
454808 1529574942 4456 343262
454809 1765057849 5304 332779
454810 1614765484 5308 304214
454811 1023052949 4039 253294
454933 261289562 331 789394
454934 3564870624 5308 671603
454935 1539654933 2758 558251
454936 2591026867 5311 487860
454937 1318446528 3083 427651
454943 1116125459 1728 645906
454944 2866347294 5317 539091
454945 2208943926 4657 474328
454946 2152862516 5314 405130
454947 1827825511 5313 344029
454948 767803540 2585 297023
455049 1217950881 1665 731502
455050 3261192869 5314 613698
455051 2783496075 5315 523706
455052 2324840709 5319 437082
455053 558558677 1556 358971
455056 1999914807 2708 738521
455060 2430336101 3942 616524
455062 445939914 815 547166
455063 960812860 1905 504364
455064 1554618632 3414 455366
455065 274609514 662 414818
455066 338675820 887 381822
455071 1452012295 1772 819420
455073 659129770 902 730743
455074 1756856876 2633 667245
455077 1246927910 2064 604132
455078 2886793179 5314 543243
455080 1455980172 3098 469974
455081 2200505385 5313 414174
455082 1866650084 5317 351072
455083 219887810 684 321473
455200 1418984209 2097 676673
455201 3021384789 5300 570073
455202 2547489793 5242 485977
455203 2193718188 5290 414692
455206 3003868305 3682 815825
455207 1830829568 2662 687765
455208 1304353076 1980 658764
455209 3287998338 5307 619559
455211 1321738704 2432 543478
455212 358668889 665 539352
455213 538427528 1023 526322
455218 1527145739 1817 840476
455220 2547207035 3445 739392
455221 1916656442 2863 669457
455222 1082695774 -1463442080 -0.739828
455223 1725060717 3136 550083
455224 2466617405 5203 474076
455302 2191437780 2744 798629
455303 3766151886 5307 709657
455304 2057650899 3249 633318
455306 680177282 1219 557980
455344 288485001 389 741607
455346 1336886658 1927 693766
455351 1005792372 1600 628620
455352 603065753 1014 594739
455353 1102275090 1928 571719
455355 1998288711 3937 507566
455362 1365922438 1443 946585
455363 2573644777 3127 823040
455364 3808140694 5280 721239
455366 2238642442 4112 544417
455367 384886626 771 499204
455446 884921072 970 912290
455449 3957002276 5302 746323
455450 3108505006 5304 586068
455451 2799424602 5310 527199
455452 749877548 1551 483480
455476 2193262440 2815 779134
455477 3887869566 5304 733007
455478 3625557061 5306 683294
455545 3351643753 3910 857198
455547 3712215183 5304 699890
455550 678720964 1029 659593
455551 1388701915 2274 610687
455552 1335094359 2395 557451
455585 1719982528 1386 1.24097e+06
455586 1281627456 1106 1.1588e+06
455587 650861707 605 1.0758e+06
455589 618698272 605 1.02264e+06
455590 4049797417 -1463701694 -2.76682
455592 972098962 1227 792257
455604 2272620028 3412 666067
455605 1918832988 3207 598326
455637 408828049 308 1.32736e+06
455638 2285876787 1786 1.27989e+06
455639 1122824786 1136 988402
