454774 -0.22 0.437 0.0587 0.0080 0.239 0.0634 0.0214 0.545 
454777 -0.24 0.435 0.0585 0.0079 0.235 0.0633 0.0213 0.542 
454778 -0.24 0.434 0.0585 0.0078 0.234 0.0636 0.0214 0.543 
454782 -0.24 0.431 0.0581 0.0075 0.227 0.0632 0.0210 0.536 
454783 -0.24 0.429 0.0581 0.0074 0.225 0.0634 0.0211 0.537 
454784 -0.24 0.426 0.0580 0.0073 0.222 0.0633 0.0210 0.535 
454785 -0.24 0.426 0.0580 0.0074 0.223 0.0635 0.0210 0.535 
454786 -0.27 0.422 0.0583 0.0071 0.217 0.0632 0.0207 0.529 
454789 -0.26 0.423 0.0585 0.0072 0.221 0.0636 0.0210 0.536 
454794 -0.27 0.440 0.0607 0.0088 0.257 0.0638 0.0230 0.581 
454797 -0.27 0.438 0.0604 0.0085 0.251 0.0635 0.0226 0.571 
454798 -0.27 0.434 0.0605 0.0084 0.250 0.0637 0.0225 0.568 
454799 -0.27 0.434 0.0601 0.0082 0.245 0.0635 0.0222 0.561 
454800 -0.27 0.431 0.0598 0.0081 0.242 0.0637 0.0220 0.557 
454802 -0.27 0.430 0.0598 0.0081 0.241 0.0637 0.0220 0.558 
454808 -0.27 0.432 0.0600 0.0082 0.244 0.0638 0.0222 0.562 
454809 -0.27 0.433 0.0599 0.0081 0.243 0.0636 0.0221 0.559 
454810 -0.27 0.432 0.0597 0.0080 0.240 0.0636 0.0219 0.556 
454811 -0.27 0.430 0.0594 0.0079 0.236 0.0635 0.0217 0.551 
454933 -0.28 0.440 0.0614 0.0091 0.265 0.0642 0.0243 0.610 
454934 -0.28 0.441 0.0612 0.0089 0.260 0.0643 0.0238 0.598 
454935 -0.28 0.438 0.0610 0.0087 0.256 0.0643 0.0234 0.590 
454936 -0.27 0.437 0.0607 0.0086 0.253 0.0643 0.0231 0.583 
454937 -0.27 0.435 0.0605 0.0084 0.250 0.0644 0.0229 0.578 
454943 -0.28 0.451 0.0612 0.0089 0.260 0.0643 0.0233 0.588 
454944 -0.28 0.448 0.0610 0.0087 0.256 0.0645 0.0230 0.581 
454945 -0.28 0.446 0.0608 0.0086 0.253 0.0645 0.0229 0.578 
454946 -0.28 0.444 0.0604 0.0084 0.249 0.0645 0.0226 0.571 
